"rule_id","description","long_description","persona","portfolio","tables_to_join","joins","filters","select_columns","aggregations","conditional_aggregations","groupby_columns","having_conditions","orderby_columns","raw_where","is_distinct","usecase","dashboard_link","sector","banking_division"
"FORMX_A.6.2","6.2 Branch adjustments with office outside India",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_2"": {""eq"": ""Branch Adjustment""}, ""product_level_3"": {""eq"": ""Foreign Offices""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_A.8","8. Balance of profit",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Liabilities""}, ""product_level_2"": {""eq"": ""Balance of Profit""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.1","1. Cash in hand",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Cash""}, ""product_level_3"": {""eq"": ""Cash in Hand""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.10","10. Capitalized expenses",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Capitalized Expenses""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.11","11. Non-banking assets acquired in satisfaction of claims",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Non-Banking Assets""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.12","12. Other tangible assets",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Other Tangible Assets""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.2","2. Balances with Reserve Bank of India",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Balances with RBI""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.3.1","3.1 The State Bank of India",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_2"": {""eq"": ""Bank Balances""}}, ""counterparty"": {""residency"": {""eq"": ""India""}, ""counterparty_type"": {""eq"": ""SBI""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.3.2","3.2 Other Commercial banks",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_2"": {""eq"": ""Bank Balances""}}, ""counterparty"": {""bank_type"": {""eq"": ""Commercial Bank""}, ""residency"": {""eq"": ""India""}, ""counterparty_type"": {""ne"": ""SBI""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.3.3","3.3 Co-operative Banks",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_2"": {""eq"": ""Bank Balances""}}, ""counterparty"": {""bank_type"": {""eq"": ""Co-operative Bank""}, ""residency"": {""eq"": ""India""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.4.1","4.1 With Commercial Banks",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_2"": {""eq"": ""Money at Call and Short Notice""}}, ""counterparty"": {""bank_type"": {""eq"": ""Commercial Bank""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.4.2","4.2 With Co-operative Banks",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_2"": {""eq"": ""Money at Call and Short Notice""}}, ""counterparty"": {""bank_type"": {""eq"": ""Co-operative Bank""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.4.3","4.3 With other financial institutions",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_2"": {""eq"": ""Money at Call and Short Notice""}}, ""counterparty"": {""institution_type"": {""eq"": ""Financial Institution""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.5.1","5.1 Treasury Bills",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""security"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""security_id""], ""left_table"": ""balance_data"", ""right_keys"": [""security_id""], ""right_table"": ""security""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""security"": {""security_category"": {""eq"": ""Treasury Bills""}}, ""balance_data"": {""product_level_2"": {""eq"": ""Investments""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.5.2","5.2 Other Central Government Securities",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""security"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""security_id""], ""left_table"": ""balance_data"", ""right_keys"": [""security_id""], ""right_table"": ""security""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""security"": {""security_category"": {""eq"": ""Central Government Securities""}}, ""balance_data"": {""product_level_2"": {""eq"": ""Investments""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.5.3","5.3 State Government securities",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""security"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""security_id""], ""left_table"": ""balance_data"", ""right_keys"": [""security_id""], ""right_table"": ""security""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""security"": {""security_category"": {""eq"": ""State Government Securities""}}, ""balance_data"": {""product_level_2"": {""eq"": ""Investments""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.5.4","5.4 Other approved securities",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""security"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""security_id""], ""left_table"": ""balance_data"", ""right_keys"": [""security_id""], ""right_table"": ""security""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""security"": {""security_category"": {""eq"": ""Other Approved Securities""}}, ""balance_data"": {""product_level_2"": {""eq"": ""Investments""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.5.5","5.5 Shares and debentures of companies and corporations",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""security"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""security_id""], ""left_table"": ""balance_data"", ""right_keys"": [""security_id""], ""right_table"": ""security""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""security"": {""security_category"": {""eq"": ""Shares/Debentures""}}, ""balance_data"": {""product_level_2"": {""eq"": ""Investments""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.5.6","5.6 Fixed deposits with banks",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_2"": {""eq"": ""Investments""}, ""product_level_3"": {""eq"": ""Fixed Deposits""}}, ""counterparty"": {""bank_type"": {""ne"": null}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.5.7","5.7 Other investments in India",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""security"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""security_id""], ""left_table"": ""balance_data"", ""right_keys"": [""security_id""], ""right_table"": ""security""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_2"": {""eq"": ""Investments""}, ""product_level_3"": {""eq"": ""Other Investments India""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.6.1","6.1 Inland bills purchased and discounted",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""facility"", ""counterparty"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""facility_id""], ""left_table"": ""balance_data"", ""right_keys"": [""facility_id""], ""right_table"": ""facility""}, {""join_type"": ""left"", ""left_keys"": [""counterparty_id""], ""left_table"": ""balance_data"", ""right_keys"": [""counterparty_id""], ""right_table"": ""counterparty""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_2"": {""eq"": ""Bills Purchased and Discounted""}, ""product_level_3"": {""eq"": ""Inland Bills""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.6.2","6.2 Foreign bills purchased and discounted",NULL,"REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""facility"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""facility_id""], ""left_table"": ""balance_data"", ""right_keys"": [""facility_id""], ""right_table"": ""facility""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_2"": {""eq"": ""Bills Purchased and Discounted""}, ""product_level_3"": {""eq"": ""Foreign Bills""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.6.2.1","6.2.1 Export bills drawn in India",NULL,NULL,NULL,"[""balance_data"", ""facility"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""facility_id""], ""left_table"": ""balance_data"", ""right_keys"": [""facility_id""], ""right_table"": ""facility""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""facility"": {""loan_category"": {""eq"": ""Drawn in India""}}, ""balance_data"": {""product_level_3"": {""eq"": ""Foreign Bills""}, ""product_level_4"": {""eq"": ""Export Bills""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"FORMX_B.6.2.2","6.2.2 Import bills drawn on and payable in India",NULL,NULL,NULL,"[""balance_data"", ""facility"", ""fx_rate""]","[{""join_type"": ""left"", ""left_keys"": [""facility_id""], ""left_table"": ""balance_data"", ""right_keys"": [""facility_id""], ""right_table"": ""facility""}, {""join_type"": ""left"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""facility"": {""loan_category"": {""eq"": ""Payable in India""}}, ""balance_data"": {""product_level_3"": {""eq"": ""Foreign Bills""}, ""product_level_4"": {""eq"": ""Import Bills""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
